,index,Unnamed: 0,journalName,journalId,doi,title,pubDay,pubMonth,pubYear,codeLink,codeText,pubDate,fileName,issues_1,issues_2,issues_3
19,50,0,Scientific Data,41597,10.1038/s41597-024-03371-4,Exploring SureChEMBL from a drug discovery perspective,16,5,2024,https://github.com/Fraunhofer-ITMP/patent-clinical-candidate-characteristics,The Python scripts and Jupyter notebooks supporting the conclusions of this study can be accessed and downloaded via GitHub (). The repository is structured into “Data” and “Notebook” sections. The “Data” section is the exact replica of the Zenodo dump mentioned previously. The “Notebook” section includes all the analyses presented in this study organized based on the sections within the results.,2024-05-16,client_projects/ACcoding-Dataset/computer_education/code/knowledge_tracing/DKVMN/main_old.py,"There are problems in the provided script:

1. **Relative Import Issue**:
   The line `from .run import train, test` uses relative imports, which can cause issues if the script is run as the main module. This may result in `ImportError`.
   
2. **Model and Log File Overwriting**:
   The log files and model files are saved with names that might get overwritten if the script is run multiple times within the same second, as the timestamp only includes up to the second (`%Y-%m-%d %H-%M-%S`). The same filenames will be generated if the script is run within the same second.
   
3. **Undefined Variables**:
   - `best_acc` is used in logging at the end, but it is never defined. It likely should be `best_valid_acc`.

4. **Redundant Setting of Parameters**:
   `params.memory_key_state_dim` and `params.memory_value_state_dim` are set twice to the same values.

5. **Unused Variables**:
   Variables such as `shuffle_index`, `q_data_shuffled`, and `qa_data_shuffled` are defined but commented out, making them unused but also indicating they might be important.

Based on these issues, the script could produce errors or unintended behavior unless adjustments are made.

","There are a few issues with the script that could impact the quality or viability of its outputs:

1. **Module Import Issue**: The script uses a relative import (`from .run import train, test`), which will not work if the script is being run as the main module. This will raise an `ImportError`.

2. **Logger Handlers**: The logger repeatedly adds new handlers (both `StreamHandler` and `FileHandler`) every time `dkvmn_train` is called. If `dkvmn_train` is called multiple times within the same execution, it will result in duplicate log entries.

3. **Model Save Path and Filename**: The script does not appear to dynamically manage model identifiers for saving the file. This means that if `dkvmn_train` is called multiple times with the same `params.save` value, it will overwrite the previously saved model without warning.

4. **Undefined Variable Access**: The logging of the test results within `dkvmn_train` uses `best_epoch`, `best_valid_acc`, `best_valid_loss` which are only defined if a validation AUC better than `best_valid_auc` is found. If no such improvement is found, these variables will not be defined, leading to a `NameError`.

If these issues are addressed, the script should function correctly. But as it stands, these problems do exist and could impact the quality and viability of the outputs.","There are several issues in the provided Python script that may impact the quality and viability of its outputs:

1. **Incorrect File Path Import:**
   The script imports the `train` and `test` functions from `knowledge_tracing/DKVMN/run.py` using a relative import with a leading dot `.` (i.e., `from .run import train, test`). Since this script is expected to be run as a top-level script, this relative import will fail. It should use an absolute import instead.

2. **Logging Configuration:**
   The script initializes a logger named `test` and adds both a `StreamHandler` and a `FileHandler` to it. This logger setup might result in repeated calls to the `dkvmn_train` function appending multiple handlers to the logger, leading to duplicate log entries being printed to the console and log files.

3. **Potential File Overwrite:**
   The log output and model save files may overwrite each other if the script is run multiple times within the same time minute, as the file names may be identical due to the timestamp having only minute-level precision.

4. **Model Save Logic:**
   The model's save path `'knowledge_tracing/DKVMN/models/{}_model.pkl'.format(params.save)` suggests the use of an attribute `params.save` to name the saved model file. However, this approach may cause model files to be overwritten if the `params.save` value does not change between successive runs.

5. **Incomplete Argument Parsing:**
   The `main` function sets the `dataset` variable to `'oj_kp'` directly. Therefore, none of the other dataset configurations will ever be reached. This prevents the script from being dataset-agnostic and could lead to hardcoding issues.

6. **Accessing Potentially Uninitialized Variables:** 
   In the logging statements after the training loop, variables such as `best_valid_acc` and `best_epoch` are logged, but there is no guarantee that these variables will be initialized if the validation AUC does not improve over any epoch.

Considering these issues, it can be concluded that there are problems with the code that would impact the quality/viability of its outputs."
19,50,0,Scientific Data,41597,10.1038/s41597-024-03371-4,Exploring SureChEMBL from a drug discovery perspective,16,5,2024,https://github.com/Fraunhofer-ITMP/patent-clinical-candidate-characteristics,The Python scripts and Jupyter notebooks supporting the conclusions of this study can be accessed and downloaded via GitHub (). The repository is structured into “Data” and “Notebook” sections. The “Data” section is the exact replica of the Zenodo dump mentioned previously. The “Notebook” section includes all the analyses presented in this study organized based on the sections within the results.,2024-05-16,client_projects/ACcoding-Dataset/computer_education/code/knowledge_tracing/DKVMN/model.py,"There are a few issues with the script that could impact the quality and viability of its outputs:

1. **Redundant Memory Initialization**: Memory values are re-initialized redundantly within the `forward` method, which repeats an operation that should ideally be done once during initialization. This would result in unnecessary overhead and potentially inconsistent behavior.

2. **Parameter Initialization Before Model Param Initialization**: The `memory_value` parameter is initialized before calling its `init_value_memory` method within the `forward` method. This is not required and could cause issues.

3. **Potential TensorFlow Variable Issue**: The function `utils.varible` seems to contain a typo and should likely be `utils.variable`.

4. **Potential GPU Issue**: A comment in the `forward` method indicates there may be issues related to GPU parameters. It suggests manual intervention to correct the second parameter of `utils.varible` when using a GPU, but no programmatic solution is provided.

5. **Absence of `num_embeddings` for `Embedding` Layers**: The embedding layers initialize tensors based on provided dimensions but do not specify the `num_embeddings` parameter explicitly. It will not cause an error if the embedding layers receive the right parameters, but it's better to be explicit for transparency and maintainability.

6. **Inconsistent Handling of `student_num`**: The `student_num` parameter is declared in the constructor (`__init__` method) but is not utilized anywhere in the model. This could indicate incomplete code or a potential feature that hasn't been properly integrated.

Other than the specified issues, the code does implement the expected behavior, and no issues of overwriting filenames, duplicating work unintentionally, or improperly including/excluding entries are apparent.

Thus, the script has some issues, but overall major operations are correctly handled.","There are several problems with this Python script that could impact the quality and viability of its outputs:

1. **Reinitialization of Memory Values**:
   - Within the `forward` method, the `memory_value` is reinitialized at each forward pass. This could lead to loss of information across batches for recurrent processing scenarios.
   - Specifically, `memory_value = nn.Parameter(torch.cat([self.init_memory_value.unsqueeze(0) for _ in range(batch_size)], 0).data)` should not be inside the forward loop if you want to preserve the memory content across forward passes.

2. **Redundant Initialization**:
   - The initial `memory_value` is set twice: once in the `__init__` method via the `init_value_memory` call and then again in the `forward` method.

3. **Potential Device Incompatibility**:
   - The comment in the code suggests that if the model is using GPU, certain parameters (like `if_memory_write`) might need adjustments. This could result in runtime errors if such adjustments aren't made correctly.

4. **Parameter Overwriting**:
   - The operation `self.mem.init_value_memory(memory_value)` within the `forward` loop could modify the internal state of `self.mem` on each iteration. Be sure this is intended behavior.

5. **Unused Code and Comments**:
   - There are multiple lines of commented-out code that may confuse maintainers. It is unclear whether these lines will be reintroduced, which could introduce future bugs if uncommented without validation.
   
6. **Loss Computation Assumption**:
   - The loss computation assumes that `target` contains a specific kind of data (`target.eq(1).float()`). If this assumption is incorrect, it could lead to incorrect loss calculations and model training.

Besides these problems, there are general best practices that the script doesn't follow, but those are outside the scope of identified actual problems.

In summary, paying attention to memory reinitialization within the forward loop and ensuring proper device compatibility adjustments would be essential to maintain the quality and viability of the script's outputs.

",There are no problems.
19,50,0,Scientific Data,41597,10.1038/s41597-024-03371-4,Exploring SureChEMBL from a drug discovery perspective,16,5,2024,https://github.com/Fraunhofer-ITMP/patent-clinical-candidate-characteristics,The Python scripts and Jupyter notebooks supporting the conclusions of this study can be accessed and downloaded via GitHub (). The repository is structured into “Data” and “Notebook” sections. The “Data” section is the exact replica of the Zenodo dump mentioned previously. The “Notebook” section includes all the analyses presented in this study organized based on the sections within the results.,2024-05-16,client_projects/ACcoding-Dataset/computer_education/code/knowledge_tracing/DKVMN/utils.py,There are no problems.,There are no problems.,There are no problems.
19,50,0,Scientific Data,41597,10.1038/s41597-024-03371-4,Exploring SureChEMBL from a drug discovery perspective,16,5,2024,https://github.com/Fraunhofer-ITMP/patent-clinical-candidate-characteristics,The Python scripts and Jupyter notebooks supporting the conclusions of this study can be accessed and downloaded via GitHub (). The repository is structured into “Data” and “Notebook” sections. The “Data” section is the exact replica of the Zenodo dump mentioned previously. The “Notebook” section includes all the analyses presented in this study organized based on the sections within the results.,2024-05-16,client_projects/ACcoding-Dataset/computer_education/code/knowledge_tracing/DKT/metrics.py,"There is one clear problem in the script:

In the definition of the `TruePositives` class, the call to the `super` function incorrectly references the `TrueNegatives` class instead of the `TruePositives` class. The correct line should be `super(TruePositives, self).update_state(y_true=true, y_pred=pred, sample_weight=sample_weight)`.

Other than that, there are no other problems.

So, the corrected statement is:

```plaintext
The class TruePositives incorrectly calls super(TrueNegatives, self) instead of super(TruePositives, self).
```
","There is a problem in the `TruePositives` class. Specifically, it incorrectly calls `super(TrueNegatives, self).update_state` instead of `super(TruePositives, self).update_state`. This will cause the True Positives metric to not be updated correctly and likely will result in an error during execution. 

Other than that, there are no issues with the code.","There is a problem in the `TruePositives` class. It should call `super(TruePositives, self).update_state` but instead it calls `super(TrueNegatives, self).update_state`. This would result in the `TruePositives` class using the `TrueNegatives` class's update_state method, which would incorrectly update the metric.

Aside from this issue, there are no other apparent problems."
19,50,0,Scientific Data,41597,10.1038/s41597-024-03371-4,Exploring SureChEMBL from a drug discovery perspective,16,5,2024,https://github.com/Fraunhofer-ITMP/patent-clinical-candidate-characteristics,The Python scripts and Jupyter notebooks supporting the conclusions of this study can be accessed and downloaded via GitHub (). The repository is structured into “Data” and “Notebook” sections. The “Data” section is the exact replica of the Zenodo dump mentioned previously. The “Notebook” section includes all the analyses presented in this study organized based on the sections within the results.,2024-05-16,client_projects/ACcoding-Dataset/computer_education/code/knowledge_tracing/DKT/data_util.py,There are no problems.,"There are a few issues with the code that could impact the quality/viability of its outputs:

1. **File Closure**: The file opened with `open(fn, 'r', encoding='latin')` is not closed after reading the CSV. This can lead to resource leakage.

2. **Near Duplicate Work**: The column `df['skill']` is created during the enumeration step and is not used until forming the synthetic feature. This is not an immediate problem, but potentially could lead to confusion.

3. **Data Subset Handling**: Only the first 5000 rows of the data are read (`pd.read_csv(path_df, nrows=5000)`). If the dataset is larger, this reduces the complexity of the dataset and could impact the model's performance or the representativeness of the dataset.

4. **Padded Shapes and Mask Values**: When calling `dataset.padded_batch`, both the feature and label tensors are padded with `MASK_VALUE`. However, `MASK_VALUE` is a floating-point number, and the feature tensors are one-hot encoded integers. This type mismatch could lead to unexpected behaviors or errors during model training. 

5. **Incorrect Calculation of Test/Train Sizes**: The use of `np.ceil` when computing the test size can lead to a situation where the sum of `test_size` and `train_size` is greater than `total_size`, leading to errors in splitting the dataset.

6. **Potential Errors on Small Datasets**: The `drop_remainder=True` flag in `padded_batch` can result in smaller datasets being dropped if they don't fill up an entire batch, which could lead to loss of data if the dataset is smaller than the batch size.

Given these points, the script as it stands would lead to outputs that may not fully reflect the input data and could cause potential resource management issues.

Thus, the overall summary is: ""there are problems.""","There are a few issues with the provided Python script that would impact the quality and viability of its outputs:

1. **File Handle Not Closed**:
   The file handle `path_df` opened with `open(fn, 'r', encoding='latin')` is not closed. This might lead to a resource leak.

2. **Potential Data Loss Warning**:
   The script loads only the first 5000 rows of the dataset (`pd.read_csv(path_df, nrows=5000)`). This may not be a problem if the dataset is expected to be smaller than this size or if only a sample is needed, but it could inadvertently lead to data loss if the entire dataset is required for analysis.

3. **Incorrect Data Type for TensorFlow Dataset**:
   The `output_types` argument in `tf.data.Dataset.from_generator()` expects TensorFlow data types such as `tf.int32`, `tf.float32`, etc. Depending on the actual content of `seq`, it might be more appropriate to use `tf.int64` or `tf.float32` for certain features. This needs verification and could potentially cause issues if the inferred types don't match.

4. **Incorrect Shuffling**:
   The `buffer_size` in `dataset.shuffle()` is set to `nb_users` but there is no guarantee that the number of users (`nb_users`) is not zero. If `nb_users` is zero, this will raise an exception. Although the previous filter (`df.groupby('user_id').filter`) should handle most cases, it is not foolproof.

5. **Padding Values Mismatch**:
   The padding values in `dataset.padded_batch()` are set to `(MASK_VALUE, MASK_VALUE)` with padded shapes `[None, None]`. This padding might be incorrect depending on the shape of features and labels. Instead, proper dimensions should be specified to make sure they match the shape of the actual tensors.

6. **Incorrect `split` Function Logic**:
   The `split` function inside `split_dataset()` incorrectly splits `test_size` and `val_size` using `np.ceil()`. This will create an extra batch in most cases; using `np.floor()` would be more logical to avoid incomplete batches, or further adjustment may be necessary to ensure consistent dataset sizes without dropping data.

7. **Inconsistent Data Type Handling in get_target**:
   The `get_target()` function includes a masking operation that casts data using `y_true.dtype`, which can be problematic if the data type is not consistent or expected.

8. **Unused Print Statement**:
   There is an unused print statement (`print()`) after the padded batch step which appears unnecessarily and may clutter console output.

Thus, the script does have several issues that could impact its functionality and the quality of its outputs."
19,50,0,Scientific Data,41597,10.1038/s41597-024-03371-4,Exploring SureChEMBL from a drug discovery perspective,16,5,2024,https://github.com/Fraunhofer-ITMP/patent-clinical-candidate-characteristics,The Python scripts and Jupyter notebooks supporting the conclusions of this study can be accessed and downloaded via GitHub (). The repository is structured into “Data” and “Notebook” sections. The “Data” section is the exact replica of the Zenodo dump mentioned previously. The “Notebook” section includes all the analyses presented in this study organized based on the sections within the results.,2024-05-16,client_projects/ACcoding-Dataset/computer_education/code/knowledge_tracing/DKT/run_dkt.py,"There are issues with the Python script that would impact the quality and viability of its outputs:

1. **Overwriting Weights File:**
   The `args.w` (weights file path) is used for both saving the best model during training and for loading during the testing phase. If different runs use the same weights path (`/project/knowledge_tracing/DKT/weights/bestmodel`), they will overwrite the weights file, leading to potential loss of the correct model weights necessary for testing.

2. **Overwriting Log Files:**
   The callback for `CSVLogger` writes to `${args.log_dir}/train.log`. If multiple training runs are executed without changing the `log_dir` path, the log file will be overwritten, resulting in the loss of logging information from previous runs.

Thus, these issues related to overwriting files can significantly affect the quality and viability of the outputs.

There are no other problems.",There are no problems.,"There are several problems in the provided code that can impact the quality and viability of its outputs:

1. **Overwriting Filepaths:**
   - The default weight file specified by the `-w` argument is `/project/knowledge_tracing/DKT/weights/bestmodel`. If the script is run multiple times with the same argument, previous model weights will be overwritten without warning.

2. **Potential Directory Creation Race Condition:**
   - When creating directories for model weights and logs, there's a possibility of a race condition. If the directory check (`if not os.path.isdir(...)`) and creation (`os.makedirs(...)`) are done simultaneously by concurrent processes, it can result in an error.

3. **Inconsistent Logging Paths:**
   - The `log_dir` argument specifies the directory for TensorBoard logs and model training logs (`tf.keras.callbacks.CSVLogger`). If the log directory is not specified or the same directory is used across different runs, logs from different training sessions might get mixed up, leading to confusion.

4. **Model Weight Overwriting During Training:**
   - The `ModelCheckpoint` callback uses the file path provided by the `-w` argument to save the best model weights. This path is the same one used to load the model weights in the testing phase. If the same path is used without variation (e.g., appending a timestamp), it can result in the unintentional overwriting of the saved model.

5. **Model Weight Loading Before Evaluation:**
   - In the testing phase, the script loads weights from the `args.w` path, which might not contain the correct weights if the file was overwritten during training or if the script was run multiple times with the same arguments.

Overall, these issues highlight the need for careful management of file paths and directory structures to avoid the unintentional overwriting of important files and the mixing of logs from different runs."
19,50,0,Scientific Data,41597,10.1038/s41597-024-03371-4,Exploring SureChEMBL from a drug discovery perspective,16,5,2024,https://github.com/Fraunhofer-ITMP/patent-clinical-candidate-characteristics,The Python scripts and Jupyter notebooks supporting the conclusions of this study can be accessed and downloaded via GitHub (). The repository is structured into “Data” and “Notebook” sections. The “Data” section is the exact replica of the Zenodo dump mentioned previously. The “Notebook” section includes all the analyses presented in this study organized based on the sections within the results.,2024-05-16,client_projects/ACcoding-Dataset/computer_education/code/knowledge_tracing/DKT/__init__.py,there are no problems,There are no problems.,There are no problems.
19,50,0,Scientific Data,41597,10.1038/s41597-024-03371-4,Exploring SureChEMBL from a drug discovery perspective,16,5,2024,https://github.com/Fraunhofer-ITMP/patent-clinical-candidate-characteristics,The Python scripts and Jupyter notebooks supporting the conclusions of this study can be accessed and downloaded via GitHub (). The repository is structured into “Data” and “Notebook” sections. The “Data” section is the exact replica of the Zenodo dump mentioned previously. The “Notebook” section includes all the analyses presented in this study organized based on the sections within the results.,2024-05-16,client_projects/ACcoding-Dataset/computer_education/code/knowledge_tracing/DKT/test.py,"There are some problems with the given script that could impact the quality and viability of its outputs:

1. **Compilation Dependency**: The model is being compiled before loading the weights. If the architecture or any hyperparameters during model compilation differ from those used during training, it may lead to errors or discrepancies in evaluation.

2. **Commented Out Evaluation Line**: The evaluation line (`#models.evaluate(dataset=test_set, verbose=1)`) is commented out. Without this, the effectiveness of the model on the test dataset is not being assessed in a structured manner, which is crucial for understanding its performance.

3. **Unused Imports**: The `argparse` import is not used anywhere in the script. Keeping unused imports can lead to confusion and clutter in the code.

There are no issues related to file overwriting, duplicating work, or including entries that should be excluded based on the provided script.

So, overall, yes, there are problems with the code as mentioned above.","There are several issues in the provided script that could impact the quality or viability of its outputs:

1. **Loading Weights Before Training**:
    - The script calls `model.load_weights(""/project/knowledge_tracing/DKT/test/weight/bestmodel"")` before the model is trained or evaluated. If the file path is incorrect or the weights are outdated, this can lead to inconsistencies in the performance of the model.

2. **Commented Out Evaluation**:
    - The `model.evaluate` method is commented out, which means the model's performance on the test set is not actually evaluated or printed. This makes it hard to determine its effectiveness.

3. **Unused Imports**:
    - The `argparse` and `tensorflow` modules are imported but not used. This is unnecessary and could be removed for clarity and optimization.

4. **Absent Predictions and Results Processing**:
    - The script appends predictions to the `result` list, but it doesn't process them further. Without further processing or saving, the results remain unused.

5. **Misleading Print Statement**:
    - The comment `# 搞不懂predict输出的是啥诶，每个batch里面的形状和test_set还不一样` suggests confusion regarding the output shape of model predictions, indicating potential issues in understanding or debugging the result shapes.

These issues should be addressed to ensure the script produces viable and interpretable outputs.",There are no problems.
19,50,0,Scientific Data,41597,10.1038/s41597-024-03371-4,Exploring SureChEMBL from a drug discovery perspective,16,5,2024,https://github.com/Fraunhofer-ITMP/patent-clinical-candidate-characteristics,The Python scripts and Jupyter notebooks supporting the conclusions of this study can be accessed and downloaded via GitHub (). The repository is structured into “Data” and “Notebook” sections. The “Data” section is the exact replica of the Zenodo dump mentioned previously. The “Notebook” section includes all the analyses presented in this study organized based on the sections within the results.,2024-05-16,client_projects/ACcoding-Dataset/computer_education/code/knowledge_tracing/DKT/deepkt.py,There are no problems.,There are no problems.,There are no problems.
19,50,0,Scientific Data,41597,10.1038/s41597-024-03371-4,Exploring SureChEMBL from a drug discovery perspective,16,5,2024,https://github.com/Fraunhofer-ITMP/patent-clinical-candidate-characteristics,The Python scripts and Jupyter notebooks supporting the conclusions of this study can be accessed and downloaded via GitHub (). The repository is structured into “Data” and “Notebook” sections. The “Data” section is the exact replica of the Zenodo dump mentioned previously. The “Notebook” section includes all the analyses presented in this study organized based on the sections within the results.,2024-05-16,client_projects/ACcoding-Dataset/data_process/visualize/visual_transx.py,"There are several issues with the provided Python script that could impact the quality and viability of its outputs:

1. **File Overwriting**:
   - The `tsne_file` is opened and its content is overwritten if new t-SNE results are generated. This could lead to loss of previous results if they are not backed up.

2. **Hardcoded File Paths**:
   - The script uses hardcoded file paths which may restrict flexibility and could cause issues if the directories are different or don't exist.

3. **Data Overwriting**:
   - There's a line where `p_acrate[pid]` is assigned twice in `visual_problems`, potentially overwriting the previous value: 
     ```python
     p_acrate[pid] = int(ac_rate // 0.1)
     p_acrate[pid] = ac_rate
     ```

4. **File Not Closed**:
   - The `entity_file` and `problem_file` are opened but never explicitly closed. It is good practice to close files to avoid potential resource leaks.

5. **Incorrect Discretization Commented Out**:
   - The discretization logic for `p_acrate` and `p_subcnt` is inconsistent, and one of the lines is commented out. This inconsistency could lead to misunderstandings or errors.

6. **Unnecessary Print Statements**:
   - There are a number of print statements that might be useful for debugging but could clutter the output if not required.

7. **Handling Missing Keys**:
   - The script assumes that all keys (pids and uids) exist in all dictionaries (`p_difficulty`, `p_acrate`, `p_cnt_user`, `u_college`, `u_grade`, `u_sub_cnt`, `u_ac_rate`, `u_pro_cnt`). If any key is missing, it will raise a `KeyError`.

8. **Unused Imports**:
   - The import for KMeans is not used in the part of the script that is executed (`visual_problems`), which implies unnecessary imports.

9. **Unused Function Parameters**:
   - The script defines a function named `soft_range` but does not use the second parameter, `threshold`, in the provided portions of the code.

10. **External Dependencies Not Verified or Handled**:
   - Dependencies on external files (e.g., embeddings, statistics files) are not checked for existence before attempting to read them.

11. **Inconsistent Directory Handling**:
   - The script mixes relative and fixed paths, which could lead to issues depending on the current working directory it is executed from.

12. **Unutilized KMeans Calculation**:
   - The function `kmeans` generates KMeans and saves cluster labels but does not visualize the results as those lines are commented out.

These issues could result in errors or unintended behavior during execution.","There are several issues with the script that could impact the quality and viability of its outputs:

1. **Overwriting Filenames**: The script reads from files and writes to the same files without ensuring if older files should be preserved. For instance, it reads embeddings vector from `./embeddings/transx/new/{method}.json` and writes the modified `tsne_json` back to the same file. If something goes wrong during execution, the original data might be lost.

2. **File not Closed**: Files are opened but not always closed properly. For instance, `entity_file` and `problem_file` are opened but not closed, which could lead to resource leakage. While Python usually handles this well, it's not a best practice and can cause problems in some environments.

3. **Potential Duplicates**: In `visual_problems()`, there is a redundant line `p_acrate[pid] = ac_rate` after assigning `p_acrate[pid] = int(ac_rate // 0.1)`. The initial assignment becomes pointless as it is immediately overwritten.

4. **Possible Key Errors**: There are no checks to ensure that keys exist in dictionaries before accessing them. For instance, in `visual_problems()`, keys for `p_difficulty`, `p_acrate`, `p_cnt_user` are accessed directly which might lead to `KeyError` if any keys are missing.

5. **Conditional Check Error**: The script assumes that `tsne_json.get(method)` will always return a JSON compatible object or `None`. This may cause a problem if `tsne_json[method]` is not correctly formatted or if there are type mismatches.

6. **Hardcoded Paths**: File paths are hardcoded, which makes the script less flexible and harder to run in different environments. This should be refactored to use relative paths or be parameterized.

7. **Mixed Use of Different Libraries for Reading CSVs**: While the script uses Pandas for reading `users.csv` and `user_statistic.csv`, it directly reads and splits lines for `problems.csv`. This is inconsistent and more error-prone.

8. **Incorrectly Commented-out Code**: In the `visual_users` function, the initial code block to draw colleges is commented out, potentially leading to missing plots.

9. **Unnecessary Comments and Debug Prints**: There are numerous print statements and comments which can clutter the output and aren't useful for the program's functionality.

10. **Soft_range Function**: The `soft_range` function is used but not clearly explained within the script, which adds ambiguity to its purpose and application.

Ok, given these points, adjustments must be made to ensure the program runs correctly and maintains data integrity.","There are several issues in the code that would impact the quality/viability of its outputs:

1. **Hardcoded File Paths and Extensions**: The script uses hardcoded file paths and names, which may lead to issues if the files are moved, renamed, or if the script is run in a different environment.

2. **Overwriting of Existing Files**: The script overwrites the `tsne_file` and some figures. If this script is run multiple times, it will overwrite the existing TSNE results and images without warning.

3. **File Not Closed Properly**: `entity_file` and `problem_file` are opened but not closed, which can lead to file handle leaks. Use context managers (`with` statements) to ensure files are properly closed.

4. **Redundant Calculation**: The `y_ac` dictionary is assigned twice with identical values using different methods, which is unnecessary and results in redundant code execution.

5. **Improper Handling of Missing Values**: The script assumes certain data fields (like difficulty, ac_rate) always exist in the provided files. If any entry is missing, it may raise a `KeyError`. Proper error handling should be implemented.

6. **No Check for Empty or Invalid TSNE Data**: The script does not validate or check if the TSNE data in the `tsne_file` is valid or not. It assumes the data is always correct if `use_exist_tsne` is set to True.

7. **Inconsistent Use of Context Managers**: Inconsistent use of context managers for opening files (some files are opened without `with`, others are opened using `with`).

8. **Mutability of Shared Data Structures**: The script uses global variables (`X_norm`, `i2u_dict`, etc.), which can be modified unintentionally and lead to hard-to-track bugs.

9. **Redundant Comments and Unused Code**: There is a lot of commented code and some redundant comments which can make the script harder to read and maintain.

10. **Hardcoded Threshold in `soft_range` Function**: The threshold value in the `soft_range` function is hardcoded, making it inflexible. If the function needs to be reused with different thresholds, it would require code modification.

Addressing these issues would improve the quality and viability of the script's output."
