0,0,0.1,0.1.1,0.1.1.1,0.1.1.1.1,0.1.1.1.1.1,0.1.1.1.1.1.1,Unnamed: 0
,,,,,"['https://github.com/parevalo/measures_collector', 'https://github.com/ma-friedl/GlanceFiltering', 'https://measures-glance.github.io/glance-grids/params', 'https://glance.earthengine.app/view/fulltstools', 'https://github.com/repository-preservation/lcmap-pyccd']",,,
,,,,,"We used open-source tools to ensure transparency and reproducibility of our research, including R (4.3.0), Python 3.6.7, and Google Earth Engine. Time series tools for training data collection are available on GitHub () as is the repository for filtering training data (). Custom continental definitions can be found at this repository: . Continuous Change Detection and Classification (CCDC) tools and applications can be found on Google Earth Engine () and python ().",,,
,,,,,2023-12-07,,,
,,,,,0,,,
,,,,,Scientific Data,,,
,,,,,41597,,,
,,,,,10.1038/s41597-023-02757-0,,,
,,,,,The OREGANO knowledge graph for computational drug repurposing,,,
,,,,,6,,,
,,,,,12,,,
,,,,,2023,,,
,,,,,['https://gitub.u-bordeaux.fr/erias/oregano'],,,
,,,,,The code for the integration and the knowledge graph are available on the GitHub of the OREGANO project in the  folder ().,,,
,,,,,2023-12-06,,,
,,,,,0,,,
,,,,,Scientific Data,,,
,,,,,41597,,,
,,,,,10.1038/s41597-023-02659-1,,,
,,,,,Grammars Across Time Analyzed (GATA): a dataset of 52 languages,,,
,,,,,28,,,
,,,,,11,,,
,,,,,2023,,,
,,,,,"['https://doi.org/10.5281/zenodo.8250217', 'https://github.com/cldf-datasets/gata']",,,
,,,,,"The dataset is stored on Zenodo () and curated on Github (). The current release of the repository is Version 1.0.0 and was peer-reviewed in 2023. All data is available under a CC-BY 4.0 license. All scripts that have been used during the pre-processing of the data are made available within the repository. Specifically, Python-scripts were used after the manual annotation of the data for the standardization of all annotations, as well as for the aggregation of the individual spreadsheets. The script that was used for the conversion into CLDF is also part of this repository.",,,
,,,,,2023-11-28,,,
,,,,0,,,,
,,,,Scientific Data,,,,
,,,,41597,,,,
,,,,10.1038/s41597-023-02808-6,,,,
,,,,Labelled dataset for Ultra-Low Temperature Freezer to aid dynamic modelling & fault detection and diagnostics,,,,
,,,,9,,,,
,,,,12,,,,
,,,,2023,,,,
,,,,['https://lab.compute.dtu.dk/taohu/ult-freezers-labelled-dataset-sci-data.git'],,,,
,,,,The Python code for ETL pipelines is available on the open-access GitLab at .,,,,
,,,,2023-12-09,,,,
,,,,0,,,,
,,,,Scientific Data,,,,
,,,,41597,,,,
,,,,10.1038/s41597-023-02809-5,,,,
,,,,A dataset of proteomic changes during human heat stress and heat acclimation,,,,
,,,,7,,,,
,,,,12,,,,
,,,,2023,,,,
,,,,['https://acclimation.statgen.org/'],,,,
,,,,The source code for this dataset is publicly available through the Figshare repository. The data may also be visualized with an interactive web visualization tool:,,,,
,,,,2023-12-07,,,,
,,,,0,,,,
,,,,Scientific Data,,,,
,,,,41597,,,,
,,,,10.1038/s41597-023-02757-0,,,,
,,,,The OREGANO knowledge graph for computational drug repurposing,,,,
,,,,6,,,,
,,,,12,,,,
,,,,2023,,,,
,,,,['https://gitub.u-bordeaux.fr/erias/oregano'],,,,
,,,,The code for the integration and the knowledge graph are available on the GitHub of the OREGANO project in the  folder ().,,,,
,,,,2023-12-06,,,,
,,,,0,,,,
,,,,Scientific Data,,,,
,,,,41597,,,,
,,,,10.1038/s41597-023-02755-2,,,,
,,,,High-throughput density functional theory screening of double transition metal MXene precursors,,,,
,,,,25,,,,
,,,,11,,,,
,,,,2023,,,,
,,,,"['https://nanohub.org/tools/vaspingestor', 'https://github.com/katnykiel/vasp_ingestor']",,,,
,,,,"The DFT results database, code used to generate figures, and tool for ingesting new data into this database are available at . This code is also available at .",,,,
,,,,2023-11-25,,,,
,,,,0,,,,
,,,,Scientific Data,,,,
,,,,41597,,,,
,,,,10.1038/s41597-023-02756-1,,,,
,,,,A global daily evapotranspiration deficit index dataset for quantifying drought severity from 1979 to 2022,,,,
,,,,24,,,,
,,,,11,,,,
,,,,2023,,,,
,,,,"['https://github.com/XiaZhang1113/Daily-drought-index–DEDI', 'https://www.python.org/', 'https://code.mpimet.mpg.de/']",,,,
,,,,The code used to calculate the DEDI dataset is available via GitHub () under the MIT license. The scripts are written with the open-source Python language version 3.8.6 () and the Climate Data Operators (CDO) version 1.9.10 (). Any updates will be published on GitHub.,,,,
,,,,2023-11-24,,,,
,,,,0,,,,
,,,,Scientific Data,,,,
,,,,41597,,,,
,,,,10.1038/s41597-023-02756-1,,,,
,,,,A global daily evapotranspiration deficit index dataset for quantifying drought severity from 1979 to 2022,,,,
,,,,24,,,,
,,,,11,,,,
,,,,2023,,,,
,,,,"['https://github.com/XiaZhang1113/Daily-drought-index–DEDI', 'https://www.python.org/', 'https://code.mpimet.mpg.de/']",,,,
,,,,The code used to calculate the DEDI dataset is available via GitHub () under the MIT license. The scripts are written with the open-source Python language version 3.8.6 () and the Climate Data Operators (CDO) version 1.9.10 (). Any updates will be published on GitHub.,,,,
,,,,2023-11-24,,,,
,,,,0,,,,
,,,,Scientific Data,,,,
,,,,41597,,,,
,,,,10.1038/s41597-023-02682-2,,,,
,,,,Photos and rendered images of LEGO bricks,,,,
,,,,18,,,,
,,,,11,,,,
,,,,2023,,,,
,,,,['https://github.com/LegoSorter'],,,,
,,,,"Custom tools used to take photos, generate renders, annotate photos, and extract annotated bricks from the complete scene, including the trained neural networks, are publicly available through the Lego Sorter project and its repositories available at .",,,,
,,,,2023-11-18,,,,
,,,,0,,,,
,,,,Scientific Data,,,,
,,,,41597,,,,
,,,,10.1038/s41597-023-02673-3,,,,
,,,,Daylong acoustic recordings of grazing and rumination activities in dairy cows,,,,
,,,,8,,,,
,,,,11,,,,
,,,,2023,,,,
,,,,['https://gitlab.com/luciano.mrau/acoustic_dairy_cow_dataset'],,,,
,,,,"The code for automatically adjusting the timesteps of JM labels, computing the JM labels of the audio recordings and for technical validation is available at Gitlab (). All code was written in Python 3.8.10 and distributed under the MIT license. Small changes should be made to the scripts by specifying the path of the audio files of the execution environment.",,,,
,,,,2023-11-08,,,,
,,,,0,,,,
,,,,Scientific Data,,,,
,,,,41597,,,,
,,,,10.1038/s41597-023-02698-8,,,,
,,,,FIKElectricity: A Electricity Consumption Dataset from Three Restaurant Kitchens in Portugal,,,,
,,,,8,,,,
,,,,11,,,,
,,,,2023,,,,
,,,,"['https://github.com/feelab-info/eGaugeDataAcquisition', 'http://www.raspbian.org/', 'https://doi.org/10.17605/OSF.IO/K3G8N']",,,,
,,,,The code used to collect and store the individual consumption data is available at . The code was developed using Python3.6 and deployed on a Linux machine (Raspbian see )). The Python3 code to reproduce the examples presented in this paper is available on the dataset repository at .,,,,
,,,,2023-11-08,,,,
,,,,0,,,,
,,,,Scientific Data,,,,
,,,,41597,,,,
,,,,10.1038/s41597-023-02698-8,,,,
,,,,FIKElectricity: A Electricity Consumption Dataset from Three Restaurant Kitchens in Portugal,,,,
,,,,8,,,,
,,,,11,,,,
,,,,2023,,,,
,,,,"['https://github.com/feelab-info/eGaugeDataAcquisition', 'http://www.raspbian.org/', 'https://doi.org/10.17605/OSF.IO/K3G8N']",,,,
,,,,The code used to collect and store the individual consumption data is available at . The code was developed using Python3.6 and deployed on a Linux machine (Raspbian see )). The Python3 code to reproduce the examples presented in this paper is available on the dataset repository at .,,,,
,,,,2023-11-08,,,,
,,,,0,,,,
,,,,Scientific Data,,,,
,,,,41597,,,,
,,,,10.1038/s41597-023-02697-9,,,,
,,,,The EPOS multi-disciplinary Data Portal for integrated access to solid Earth science datasets,,,,
,,,,8,,,,
,,,,11,,,,
,,,,2023,,,,
,,,,"['https://epos-eu.github.io/epos-open-source/', 'https://github.com/epos-eu/SHAPEness-Metadata-Editor', 'https://github.com/epos-eu/EPOS-DCAT-AP']",,,,
,,,,"The code developed for the EPOS Data Portal system is available on the GitHub repository of EPOS . Other code that contributed to the development of the system is already available on such repository, as in the case of the SHAPEness metadata Editor () and the specifications for EPOS-DCAT-AP extension ().",,,,
,,,,2023-11-08,,,,
,,,0,,,,,
,,,Scientific Data,,,,,
,,,41597,,,,,
,,,10.1038/s41597-023-02808-6,,,,,
,,,Labelled dataset for Ultra-Low Temperature Freezer to aid dynamic modelling & fault detection and diagnostics,,,,,
,,,9,,,,,
,,,12,,,,,
,,,2023,,,,,
,,,['https://lab.compute.dtu.dk/taohu/ult-freezers-labelled-dataset-sci-data.git'],,,,,
,,,The Python code for ETL pipelines is available on the open-access GitLab at .,,,,,
,,,2023-12-09,,,,,
,,,0,,,,,
,,,Scientific Data,,,,,
,,,41597,,,,,
,,,10.1038/s41597-023-02809-5,,,,,
,,,A dataset of proteomic changes during human heat stress and heat acclimation,,,,,
,,,7,,,,,
,,,12,,,,,
,,,2023,,,,,
,,,['https://acclimation.statgen.org/'],,,,,
,,,The source code for this dataset is publicly available through the Figshare repository. The data may also be visualized with an interactive web visualization tool:,,,,,
,,,2023-12-07,,,,,
,,,0,,,,,
,,,Scientific Data,,,,,
,,,41597,,,,,
,,,10.1038/s41597-023-02757-0,,,,,
,,,The OREGANO knowledge graph for computational drug repurposing,,,,,
,,,6,,,,,
,,,12,,,,,
,,,2023,,,,,
,,,['https://gitub.u-bordeaux.fr/erias/oregano'],,,,,
,,,The code for the integration and the knowledge graph are available on the GitHub of the OREGANO project in the  folder ().,,,,,
,,,2023-12-06,,,,,
,,,0,,,,,
,,,Scientific Data,,,,,
,,,41597,,,,,
,,,10.1038/s41597-023-02755-2,,,,,
,,,High-throughput density functional theory screening of double transition metal MXene precursors,,,,,
,,,25,,,,,
,,,11,,,,,
,,,2023,,,,,
,,,"['https://nanohub.org/tools/vaspingestor', 'https://github.com/katnykiel/vasp_ingestor']",,,,,
,,,"The DFT results database, code used to generate figures, and tool for ingesting new data into this database are available at . This code is also available at .",,,,,
,,,2023-11-25,,,,,
,,,0,,,,,
,,,Scientific Data,,,,,
,,,41597,,,,,
,,,10.1038/s41597-023-02756-1,,,,,
,,,A global daily evapotranspiration deficit index dataset for quantifying drought severity from 1979 to 2022,,,,,
,,,24,,,,,
,,,11,,,,,
,,,2023,,,,,
,,,"['https://github.com/XiaZhang1113/Daily-drought-index–DEDI', 'https://www.python.org/', 'https://code.mpimet.mpg.de/']",,,,,
,,,The code used to calculate the DEDI dataset is available via GitHub () under the MIT license. The scripts are written with the open-source Python language version 3.8.6 () and the Climate Data Operators (CDO) version 1.9.10 (). Any updates will be published on GitHub.,,,,,
,,,2023-11-24,,,,,
,,,0,,,,,
,,,Scientific Data,,,,,
,,,41597,,,,,
,,,10.1038/s41597-023-02756-1,,,,,
,,,A global daily evapotranspiration deficit index dataset for quantifying drought severity from 1979 to 2022,,,,,
,,,24,,,,,
,,,11,,,,,
,,,2023,,,,,
,,,"['https://github.com/XiaZhang1113/Daily-drought-index–DEDI', 'https://www.python.org/', 'https://code.mpimet.mpg.de/']",,,,,
,,,The code used to calculate the DEDI dataset is available via GitHub () under the MIT license. The scripts are written with the open-source Python language version 3.8.6 () and the Climate Data Operators (CDO) version 1.9.10 (). Any updates will be published on GitHub.,,,,,
,,,2023-11-24,,,,,
,,,0,,,,,
,,,Scientific Data,,,,,
,,,41597,,,,,
,,,10.1038/s41597-023-02682-2,,,,,
,,,Photos and rendered images of LEGO bricks,,,,,
,,,18,,,,,
,,,11,,,,,
,,,2023,,,,,
,,,['https://github.com/LegoSorter'],,,,,
,,,"Custom tools used to take photos, generate renders, annotate photos, and extract annotated bricks from the complete scene, including the trained neural networks, are publicly available through the Lego Sorter project and its repositories available at .",,,,,
,,,2023-11-18,,,,,
,,,0,,,,,
,,,Scientific Data,,,,,
,,,41597,,,,,
,,,10.1038/s41597-023-02673-3,,,,,
,,,Daylong acoustic recordings of grazing and rumination activities in dairy cows,,,,,
,,,8,,,,,
,,,11,,,,,
,,,2023,,,,,
,,,['https://gitlab.com/luciano.mrau/acoustic_dairy_cow_dataset'],,,,,
,,,"The code for automatically adjusting the timesteps of JM labels, computing the JM labels of the audio recordings and for technical validation is available at Gitlab (). All code was written in Python 3.8.10 and distributed under the MIT license. Small changes should be made to the scripts by specifying the path of the audio files of the execution environment.",,,,,
,,,2023-11-08,,,,,
,,,0,,,,,
,,,Scientific Data,,,,,
,,,41597,,,,,
,,,10.1038/s41597-023-02697-9,,,,,
,,,The EPOS multi-disciplinary Data Portal for integrated access to solid Earth science datasets,,,,,
,,,8,,,,,
,,,11,,,,,
,,,2023,,,,,
,,,"['https://epos-eu.github.io/epos-open-source/', 'https://github.com/epos-eu/SHAPEness-Metadata-Editor', 'https://github.com/epos-eu/EPOS-DCAT-AP']",,,,,
,,,"The code developed for the EPOS Data Portal system is available on the GitHub repository of EPOS . Other code that contributed to the development of the system is already available on such repository, as in the case of the SHAPEness metadata Editor () and the specifications for EPOS-DCAT-AP extension ().",,,,,
,,,2023-11-08,,,,,
,,,0,,,,,
,,,Scientific Data,,,,,
,,,41597,,,,,
,,,10.1038/s41597-023-02666-2,,,,,
,,,A dataset for benchmarking Neotropical anuran calls identification in passive acoustic monitoring,,,,,
,,,6,,,,,
,,,11,,,,,
,,,2023,,,,,
,,,"['https://doi.org/10.5281/zenodo.8342596', 'https://github.com/soundclim/anuraset']",,,,,
,,,"The dataset and the raw data are hosted in Zenodo  under the CC0 license. All the code for reproducing the experimental protocol, the building and preprocessing of the dataset, and the use of the baseline model are available in the repository  under the MIT license. We open the Python code to fast development of new deep learning models and experiments in Pytorch.",,,,,
,,,2023-11-06,,,,,
,,,0,,,,,
,,,Scientific Data,,,,,
,,,41597,,,,,
,,,10.1038/s41597-023-02652-8,,,,,
,,,FAIR EVA: Bringing institutional multidisciplinary repositories into the FAIR picture,,,,,
,,,4,,,,,
,,,11,,,,,
,,,2023,,,,,
,,,"['https://github.com/IFCA-Advanced-Computing/FAIR_eva', 'https://doi.org/10.20350/digitalCSIC/14559']",,,,,
,,,"The FAIR EVA source code developed in Python is fully open access (), a running instance can be found in fair.csic.es and in full detail at DIGITAL.CSIC [].",,,,,
,,,2023-11-04,,,,,
,,,0,,,,,
,,,Scientific Data,,,,,
,,,41597,,,,,
,,,10.1038/s41597-023-02669-z,,,,,
,,,Database of segmentations and surface models of bones of the entire lower body created from cadaver CT scans,,,,,
,,,3,,,,,
,,,11,,,,,
,,,2023,,,,,
,,,"['https://github.com/MCM-Fischer/VSDFullBodyBoneModels', 'https://doi.org/10.5281/zenodo.8316730']",,,,,
,,,The code used to create and analyze the datasets is openly accessible via  and versioned at Zenondo: .,,,,,
,,,2023-11-03,,,,,
,,,0,,,,,
,,,Scientific Data,,,,,
,,,41597,,,,,
,,,10.1038/s41597-023-02634-w,,,,,
,,,Land cover and forest health indicator datasets for central India using very-high resolution satellite data,,,,,
,,,25,,,,,
,,,10,,,,,
,,,2023,,,,,
,,,['https://doi.org/10.57760/sciencedb.10422/'],,,,,
,,,The code classifying land cover from PlanetScope imagery and deriving the BGI was written in Google Earth Engine. The JavaScript language to classify land covers from Planetscope imagery and derive the BGI from the land cover is available as the ‘Code’ text file from Science Data Bank at .,,,,,
,,,2023-10-25,,,,,
,,,0,,,,,
,,,Scientific Data,,,,,
,,,41597,,,,,
,,,10.1038/s41597-023-02650-w,,,,,
,,,A Large Finer-grained Affective Computing EEG Dataset,,,,,
,,,25,,,,,
,,,10,,,,,
,,,2023,,,,,
,,,['https://doi.org/10.7303/syn50614194'],,,,,
,,,All the codes used for the data pre-processing and the technical validation are publicly available together with the FACED datasets in Synapse (). The codes were developed in Python 3.10. These codes can be executed on Linux and Windows. All required packages are listed in the torch_ubuntu.yml and torch_win.yml files. The README file under the Code file provides a detailed explanation of the procedure to reproduce the validation results using the codes and data.,,,,,
,,,2023-10-25,,,,,
,,,0,,,,,
,,,Scientific Data,,,,,
,,,41597,,,,,
,,,10.1038/s41597-023-02316-7,,,,,
,,,Restructuring and serving web-accessible streamflow data from the NOAA National Water Model historic simulations,,,,,
,,,20,,,,,
,,,10,,,,,
,,,2023,,,,,
,,,['https://www.hydroshare.org/resource/84c2b029f97343a59d0739115d4087f1/'],,,,,
,,,"All code for data download and reformatting can be found in the appropriate USGS repository. The  R package is available on GitHub and the dataset is documented and published via HydroShare. All the data are currently open, and publicly available at this URL: .",,,,,
,,,2023-10-20,,,,,
,,,0,,,,,
,,,Scientific Data,,,,,
,,,41597,,,,,
,,,10.1038/s41597-023-02612-2,,,,,
,,,A benchmark dataset for machine learning in ecotoxicology,,,,,
,,,18,,,,,
,,,10,,,,,
,,,2023,,,,,
,,,['https://renkulab.io/gitlab/mltox/adore'],,,,,
,,,"The code used to load and process the input data and generate the output dataset was created and run in Python 3.9 and is made available on . The repository contains code on how to load the data, prepare it for modeling, ., create one-hot and multi-hot-encodings for categorical features, and apply the train-test-split for 5-fold cross-validation. A good starting point are the files in the folder  for random forests ( and ).",,,,,
,,,2023-10-18,,,,,
,,,0,,,,,
,,,Scientific Data,,,,,
,,,41597,,,,,
,,,10.1038/s41597-023-02599-w,,,,,
,,,Global database of cement production assets and upstream suppliers,,,,,
,,,13,,,,,
,,,10,,,,,
,,,2023,,,,,
,,,"['Spatial macrolocalisation model', 'Cement production types and capacity estimation models', 'Sentinel-2 cement assets deployment models']",,,,,
,,,The deployment phase code notebooks are available from the GitHub Spatial Finance repository: [1] ; [2] ; [3] .,,,,,
,,,2023-10-13,,,,,
,,,0,,,,,
,,,Scientific Data,,,,,
,,,41597,,,,,
,,,10.1038/s41597-023-02599-w,,,,,
,,,Global database of cement production assets and upstream suppliers,,,,,
,,,13,,,,,
,,,10,,,,,
,,,2023,,,,,
,,,"['Spatial macrolocalisation model', 'Cement production types and capacity estimation models', 'Sentinel-2 cement assets deployment models']",,,,,
,,,The deployment phase code notebooks are available from the GitHub Spatial Finance repository: [1] ; [2] ; [3] .,,,,,
,,,2023-10-13,,,,,
,,,0,,,,,
,,,Scientific Data,,,,,
,,,41597,,,,,
,,,10.1038/s41597-023-02599-w,,,,,
,,,Global database of cement production assets and upstream suppliers,,,,,
,,,13,,,,,
,,,10,,,,,
,,,2023,,,,,
,,,"['Spatial macrolocalisation model', 'Cement production types and capacity estimation models', 'Sentinel-2 cement assets deployment models']",,,,,
,,,The deployment phase code notebooks are available from the GitHub Spatial Finance repository: [1] ; [2] ; [3] .,,,,,
,,,2023-10-13,,,,,
,,,0,,,,,
,,,Scientific Data,,,,,
,,,41597,,,,,
,,,10.1038/s41597-023-02555-8,,,,,
,,,CherryChèvre: A fine-grained dataset for goat detection in natural environments,,,,,
,,,11,,,,,
,,,10,,,,,
,,,2023,,,,,
,,,['https://doi.org/10.57745/QEZBNA'],,,,,
,,,"The Python 3.10 scripts used for converting the VGG VIA csv format to YOLO format, as well as other scripts used for generating statistics presented in the article, are available at .",,,,,
,,,2023-10-11,,,,,
,,,0,,,,,
,,,Scientific Data,,,,,
,,,41597,,,,,
,,,10.1038/s41597-023-02583-4,,,,,
,,,The R package for DICOM to brain imaging data structure conversion,,,,,
,,,4,,,,,
,,,10,,,,,
,,,2023,,,,,
,,,"['https://github.com/bidsconvertr/bidsconvertr', 'https://bidsconvertr.github.io']",,,,,
,,,"All code is hosted freely and open-source on a GitHub repository, accessible via . The documentation is hosted on the GitHub page: .",,,,,
,,,2023-10-04,,,,,
,,,0,,,,,
,,,Scientific Data,,,,,
,,,41597,,,,,
,,,10.1038/s41597-023-02569-2,,,,,
,,,A synthetic data set to benchmark anti-money laundering methods,,,,,
,,,28,,,,,
,,,9,,,,,
,,,2023,,,,,
,,,"['https://sdv.dev', 'https://sdv.dev/SDV/user_guides/relational/hma1', 'https://scikit-learn.org', 'https://lightgbm.readthedocs.io/en/stable']",,,,,
,,,"All our simulations are made using version 0.14.1 of the SDV library (). We specifically employ the HMA1 model class using two tables as inputs: a primary table with alerts (see Table ) and a secondary table with transactions (see Table ). A demonstration by the SDV developers is available online (; using data different from ours). Due to confidentiality, we do not share our code that (i) transforms the raw data so that it can be fed to the HMA1 model class and (ii) re-transforms and adds noise to the simulated data. The data-providing bank felt that providing this code would reveal sensitive information about its internal setup and the real data. All our transformations are, however, described in detail in our subsection “Implementation: Pre- and Postprocessing.” Our machine learning experiments were conducted with version 1.1.3 of the Scikit-learn library () and version 3.3.3 of the LightGBM library ().",,,,,
,,,2023-09-28,,,,,
,,,0,,,,,
,,,Scientific Data,,,,,
,,,41597,,,,,
,,,10.1038/s41597-023-02569-2,,,,,
,,,A synthetic data set to benchmark anti-money laundering methods,,,,,
,,,28,,,,,
,,,9,,,,,
,,,2023,,,,,
,,,"['https://sdv.dev', 'https://sdv.dev/SDV/user_guides/relational/hma1', 'https://scikit-learn.org', 'https://lightgbm.readthedocs.io/en/stable']",,,,,
,,,"All our simulations are made using version 0.14.1 of the SDV library (). We specifically employ the HMA1 model class using two tables as inputs: a primary table with alerts (see Table ) and a secondary table with transactions (see Table ). A demonstration by the SDV developers is available online (; using data different from ours). Due to confidentiality, we do not share our code that (i) transforms the raw data so that it can be fed to the HMA1 model class and (ii) re-transforms and adds noise to the simulated data. The data-providing bank felt that providing this code would reveal sensitive information about its internal setup and the real data. All our transformations are, however, described in detail in our subsection “Implementation: Pre- and Postprocessing.” Our machine learning experiments were conducted with version 1.1.3 of the Scikit-learn library () and version 3.3.3 of the LightGBM library ().",,,,,
,,,2023-09-28,,,,,
,,,0,,,,,
,,,Scientific Data,,,,,
,,,41597,,,,,
,,,10.1038/s41597-023-02569-2,,,,,
,,,A synthetic data set to benchmark anti-money laundering methods,,,,,
,,,28,,,,,
,,,9,,,,,
,,,2023,,,,,
,,,"['https://sdv.dev', 'https://sdv.dev/SDV/user_guides/relational/hma1', 'https://scikit-learn.org', 'https://lightgbm.readthedocs.io/en/stable']",,,,,
,,,"All our simulations are made using version 0.14.1 of the SDV library (). We specifically employ the HMA1 model class using two tables as inputs: a primary table with alerts (see Table ) and a secondary table with transactions (see Table ). A demonstration by the SDV developers is available online (; using data different from ours). Due to confidentiality, we do not share our code that (i) transforms the raw data so that it can be fed to the HMA1 model class and (ii) re-transforms and adds noise to the simulated data. The data-providing bank felt that providing this code would reveal sensitive information about its internal setup and the real data. All our transformations are, however, described in detail in our subsection “Implementation: Pre- and Postprocessing.” Our machine learning experiments were conducted with version 1.1.3 of the Scikit-learn library () and version 3.3.3 of the LightGBM library ().",,,,,
,,,2023-09-28,,,,,
,,,0,,,,,
,,,Scientific Data,,,,,
,,,41597,,,,,
,,,10.1038/s41597-023-02569-2,,,,,
,,,A synthetic data set to benchmark anti-money laundering methods,,,,,
,,,28,,,,,
,,,9,,,,,
,,,2023,,,,,
,,,"['https://sdv.dev', 'https://sdv.dev/SDV/user_guides/relational/hma1', 'https://scikit-learn.org', 'https://lightgbm.readthedocs.io/en/stable']",,,,,
